# color images
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp filename
1620594460.812944 rgb/0.png
1620594460.846277 rgb/1.png
1620594460.879611 rgb/2.png
1620594460.912944 rgb/3.png
1620594460.946277 rgb/4.png
1620594460.979610 rgb/5.png
1620594461.012944 rgb/6.png
1620594461.046277 rgb/7.png
1620594461.079610 rgb/8.png
1620594461.112944 rgb/9.png
1620594461.146277 rgb/10.png
1620594461.179610 rgb/11.png
1620594461.212944 rgb/12.png
1620594461.246277 rgb/13.png
1620594461.279610 rgb/14.png
1620594461.312943 rgb/15.png
1620594461.346277 rgb/16.png
1620594461.379610 rgb/17.png
1620594461.412943 rgb/18.png
1620594461.446277 rgb/19.png
1620594461.479610 rgb/20.png
1620594461.512943 rgb/21.png
1620594461.546277 rgb/22.png
1620594461.579610 rgb/23.png
1620594461.612943 rgb/24.png
1620594461.646276 rgb/25.png
1620594461.679610 rgb/26.png
1620594461.712943 rgb/27.png
1620594461.746276 rgb/28.png
1620594461.779610 rgb/29.png
1620594461.812943 rgb/30.png
1620594461.846276 rgb/31.png
1620594461.879610 rgb/32.png
1620594461.912943 rgb/33.png
1620594461.946276 rgb/34.png
1620594461.979609 rgb/35.png
1620594462.012943 rgb/36.png
1620594462.046276 rgb/37.png
1620594462.079609 rgb/38.png
1620594462.112943 rgb/39.png
1620594462.146276 rgb/40.png
1620594462.179609 rgb/41.png
1620594462.212943 rgb/42.png
1620594462.246276 rgb/43.png
1620594462.279609 rgb/44.png
1620594462.312943 rgb/45.png
1620594462.346276 rgb/46.png
1620594462.379609 rgb/47.png
1620594462.412942 rgb/48.png
1620594462.446276 rgb/49.png
1620594462.479609 rgb/50.png
1620594462.512942 rgb/51.png
1620594462.546276 rgb/52.png
1620594462.579609 rgb/53.png
1620594462.612942 rgb/54.png
1620594462.646276 rgb/55.png
1620594462.679609 rgb/56.png
1620594462.712942 rgb/57.png
1620594462.746275 rgb/58.png
1620594462.779609 rgb/59.png
1620594462.812942 rgb/60.png
1620594462.846275 rgb/61.png
1620594462.879609 rgb/62.png
1620594462.912942 rgb/63.png
1620594462.946275 rgb/64.png
1620594462.979609 rgb/65.png
1620594463.012942 rgb/66.png
1620594463.046275 rgb/67.png
1620594463.079608 rgb/68.png
1620594463.112942 rgb/69.png
1620594463.146275 rgb/70.png
1620594463.179608 rgb/71.png
1620594463.212942 rgb/72.png
1620594463.246275 rgb/73.png
1620594463.279608 rgb/74.png
1620594463.312942 rgb/75.png
1620594463.346275 rgb/76.png
1620594463.379608 rgb/77.png
1620594463.412941 rgb/78.png
1620594463.446275 rgb/79.png
1620594463.479608 rgb/80.png
1620594463.512941 rgb/81.png
1620594463.546275 rgb/82.png
1620594463.579608 rgb/83.png
1620594463.612941 rgb/84.png
1620594463.646275 rgb/85.png
1620594463.679608 rgb/86.png
1620594463.712941 rgb/87.png
1620594463.746274 rgb/88.png
1620594463.779608 rgb/89.png
1620594463.812941 rgb/90.png
1620594463.846274 rgb/91.png
1620594463.879608 rgb/92.png
1620594463.912941 rgb/93.png
1620594463.946274 rgb/94.png
1620594463.979608 rgb/95.png
1620594464.012941 rgb/96.png
1620594464.046274 rgb/97.png
1620594464.079607 rgb/98.png
1620594464.112941 rgb/99.png
1620594464.146274 rgb/100.png
1620594464.179607 rgb/101.png
1620594464.212941 rgb/102.png
1620594464.246274 rgb/103.png
1620594464.279607 rgb/104.png
1620594464.312941 rgb/105.png
1620594464.346274 rgb/106.png
1620594464.379607 rgb/107.png
1620594464.412941 rgb/108.png
1620594464.446274 rgb/109.png
1620594464.479607 rgb/110.png
1620594464.512940 rgb/111.png
1620594464.546274 rgb/112.png
1620594464.579607 rgb/113.png
1620594464.612940 rgb/114.png
1620594464.646274 rgb/115.png
1620594464.679607 rgb/116.png
1620594464.712940 rgb/117.png
1620594464.746274 rgb/118.png
1620594464.779607 rgb/119.png
