# color images
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp filename
1620595994.308524 rgb/0.png
1620595994.341857 rgb/1.png
1620595994.375191 rgb/2.png
1620595994.408524 rgb/3.png
1620595994.441857 rgb/4.png
1620595994.475191 rgb/5.png
1620595994.508524 rgb/6.png
1620595994.541857 rgb/7.png
1620595994.575191 rgb/8.png
1620595994.608524 rgb/9.png
1620595994.641857 rgb/10.png
1620595994.675190 rgb/11.png
1620595994.708524 rgb/12.png
1620595994.741857 rgb/13.png
1620595994.775190 rgb/14.png
1620595994.808524 rgb/15.png
1620595994.841857 rgb/16.png
1620595994.875190 rgb/17.png
1620595994.908524 rgb/18.png
1620595994.941857 rgb/19.png
1620595994.975190 rgb/20.png
1620595995.008523 rgb/21.png
1620595995.041857 rgb/22.png
1620595995.075190 rgb/23.png
1620595995.108523 rgb/24.png
1620595995.141857 rgb/25.png
1620595995.175190 rgb/26.png
1620595995.208523 rgb/27.png
1620595995.241857 rgb/28.png
1620595995.275190 rgb/29.png
1620595995.308523 rgb/30.png
1620595995.341856 rgb/31.png
1620595995.375190 rgb/32.png
1620595995.408523 rgb/33.png
1620595995.441856 rgb/34.png
1620595995.475190 rgb/35.png
1620595995.508523 rgb/36.png
1620595995.541856 rgb/37.png
1620595995.575190 rgb/38.png
1620595995.608523 rgb/39.png
1620595995.641856 rgb/40.png
1620595995.675189 rgb/41.png
1620595995.708523 rgb/42.png
1620595995.741856 rgb/43.png
1620595995.775189 rgb/44.png
1620595995.808523 rgb/45.png
1620595995.841856 rgb/46.png
1620595995.875189 rgb/47.png
1620595995.908523 rgb/48.png
1620595995.941856 rgb/49.png
1620595995.975189 rgb/50.png
1620595996.008523 rgb/51.png
1620595996.041856 rgb/52.png
1620595996.075189 rgb/53.png
1620595996.108522 rgb/54.png
1620595996.141856 rgb/55.png
1620595996.175189 rgb/56.png
1620595996.208522 rgb/57.png
1620595996.241856 rgb/58.png
1620595996.275189 rgb/59.png
1620595996.308522 rgb/60.png
1620595996.341856 rgb/61.png
1620595996.375189 rgb/62.png
1620595996.408522 rgb/63.png
1620595996.441855 rgb/64.png
1620595996.475189 rgb/65.png
1620595996.508522 rgb/66.png
1620595996.541855 rgb/67.png
1620595996.575189 rgb/68.png
1620595996.608522 rgb/69.png
1620595996.641855 rgb/70.png
1620595996.675189 rgb/71.png
1620595996.708522 rgb/72.png
1620595996.741855 rgb/73.png
1620595996.775188 rgb/74.png
1620595996.808522 rgb/75.png
1620595996.841855 rgb/76.png
1620595996.875188 rgb/77.png
1620595996.908522 rgb/78.png
1620595996.941855 rgb/79.png
1620595996.975188 rgb/80.png
1620595997.008522 rgb/81.png
1620595997.041855 rgb/82.png
1620595997.075188 rgb/83.png
1620595997.108521 rgb/84.png
1620595997.141855 rgb/85.png
1620595997.175188 rgb/86.png
1620595997.208521 rgb/87.png
1620595997.241855 rgb/88.png
1620595997.275188 rgb/89.png
1620595997.308521 rgb/90.png
1620595997.341855 rgb/91.png
1620595997.375188 rgb/92.png
1620595997.408521 rgb/93.png
1620595997.441854 rgb/94.png
1620595997.475188 rgb/95.png
1620595997.508521 rgb/96.png
1620595997.541854 rgb/97.png
1620595997.575188 rgb/98.png
1620595997.608521 rgb/99.png
1620595997.641854 rgb/100.png
1620595997.675188 rgb/101.png
1620595997.708521 rgb/102.png
1620595997.741854 rgb/103.png
1620595997.775187 rgb/104.png
1620595997.808521 rgb/105.png
1620595997.841854 rgb/106.png
1620595997.875187 rgb/107.png
1620595997.908521 rgb/108.png
1620595997.941854 rgb/109.png
1620595997.975187 rgb/110.png
1620595998.008521 rgb/111.png
1620595998.041854 rgb/112.png
1620595998.075187 rgb/113.png
1620595998.108521 rgb/114.png
1620595998.141854 rgb/115.png
1620595998.175187 rgb/116.png
1620595998.208520 rgb/117.png
1620595998.241854 rgb/118.png
1620595998.275187 rgb/119.png
1620595998.308520 rgb/120.png
1620595998.341854 rgb/121.png
1620595998.375187 rgb/122.png
1620595998.408520 rgb/123.png
1620595998.441854 rgb/124.png
1620595998.475187 rgb/125.png
1620595998.508520 rgb/126.png
1620595998.541853 rgb/127.png
1620595998.575187 rgb/128.png
1620595998.608520 rgb/129.png
1620595998.641853 rgb/130.png
1620595998.675187 rgb/131.png
1620595998.708520 rgb/132.png
1620595998.741853 rgb/133.png
1620595998.775187 rgb/134.png
1620595998.808520 rgb/135.png
1620595998.841853 rgb/136.png
1620595998.875186 rgb/137.png
1620595998.908520 rgb/138.png
1620595998.941853 rgb/139.png
1620595998.975186 rgb/140.png
1620595999.008520 rgb/141.png
1620595999.041853 rgb/142.png
1620595999.075186 rgb/143.png
1620595999.108520 rgb/144.png
1620595999.141853 rgb/145.png
1620595999.175186 rgb/146.png
1620595999.208519 rgb/147.png
1620595999.241853 rgb/148.png
1620595999.275186 rgb/149.png
1620595999.308519 rgb/150.png
1620595999.341853 rgb/151.png
1620595999.375186 rgb/152.png
1620595999.408519 rgb/153.png
1620595999.441853 rgb/154.png
1620595999.475186 rgb/155.png
1620595999.508519 rgb/156.png
1620595999.541852 rgb/157.png
1620595999.575186 rgb/158.png
1620595999.608519 rgb/159.png
1620595999.641852 rgb/160.png
1620595999.675186 rgb/161.png
1620595999.708519 rgb/162.png
1620595999.741852 rgb/163.png
1620595999.775186 rgb/164.png
1620595999.808519 rgb/165.png
1620595999.841852 rgb/166.png
1620595999.875185 rgb/167.png
1620595999.908519 rgb/168.png
1620595999.941852 rgb/169.png
1620595999.975185 rgb/170.png
1620596000.008519 rgb/171.png
1620596000.041852 rgb/172.png
1620596000.075185 rgb/173.png
1620596000.108519 rgb/174.png
1620596000.141852 rgb/175.png
1620596000.175185 rgb/176.png
1620596000.208519 rgb/177.png
1620596000.241852 rgb/178.png
1620596000.275185 rgb/179.png
1620596000.308518 rgb/180.png
1620596000.341852 rgb/181.png
1620596000.375185 rgb/182.png
1620596000.408518 rgb/183.png
1620596000.441852 rgb/184.png
1620596000.475185 rgb/185.png
1620596000.508518 rgb/186.png
1620596000.541852 rgb/187.png
1620596000.575185 rgb/188.png
1620596000.608518 rgb/189.png
1620596000.641851 rgb/190.png
1620596000.675185 rgb/191.png
1620596000.708518 rgb/192.png
1620596000.741851 rgb/193.png
1620596000.775185 rgb/194.png
1620596000.808518 rgb/195.png
1620596000.841851 rgb/196.png
1620596000.875185 rgb/197.png
1620596000.908518 rgb/198.png
1620596000.941851 rgb/199.png
1620596000.975184 rgb/200.png
1620596001.008518 rgb/201.png
1620596001.041851 rgb/202.png
1620596001.075184 rgb/203.png
1620596001.108518 rgb/204.png
1620596001.141851 rgb/205.png
1620596001.175184 rgb/206.png
1620596001.208518 rgb/207.png
1620596001.241851 rgb/208.png
1620596001.275184 rgb/209.png
1620596001.308517 rgb/210.png
1620596001.341851 rgb/211.png
1620596001.375184 rgb/212.png
1620596001.408517 rgb/213.png
1620596001.441851 rgb/214.png
1620596001.475184 rgb/215.png
1620596001.508517 rgb/216.png
1620596001.541851 rgb/217.png
1620596001.575184 rgb/218.png
1620596001.608517 rgb/219.png
1620596001.641850 rgb/220.png
1620596001.675184 rgb/221.png
1620596001.708517 rgb/222.png
1620596001.741850 rgb/223.png
1620596001.775184 rgb/224.png
1620596001.808517 rgb/225.png
1620596001.841850 rgb/226.png
1620596001.875184 rgb/227.png
1620596001.908517 rgb/228.png
1620596001.941850 rgb/229.png
1620596001.975183 rgb/230.png
1620596002.008517 rgb/231.png
1620596002.041850 rgb/232.png
1620596002.075183 rgb/233.png
1620596002.108517 rgb/234.png
1620596002.141850 rgb/235.png
1620596002.175183 rgb/236.png
1620596002.208517 rgb/237.png
1620596002.241850 rgb/238.png
1620596002.275183 rgb/239.png
1620596002.308517 rgb/240.png
1620596002.341850 rgb/241.png
1620596002.375183 rgb/242.png
1620596002.408516 rgb/243.png
1620596002.441850 rgb/244.png
1620596002.475183 rgb/245.png
1620596002.508516 rgb/246.png
1620596002.541850 rgb/247.png
1620596002.575183 rgb/248.png
1620596002.608516 rgb/249.png
1620596002.641850 rgb/250.png
1620596002.675183 rgb/251.png
1620596002.708516 rgb/252.png
1620596002.741849 rgb/253.png
1620596002.775183 rgb/254.png
1620596002.808516 rgb/255.png
1620596002.841849 rgb/256.png
1620596002.875183 rgb/257.png
1620596002.908516 rgb/258.png
1620596002.941849 rgb/259.png
1620596002.975183 rgb/260.png
1620596003.008516 rgb/261.png
1620596003.041849 rgb/262.png
1620596003.075182 rgb/263.png
1620596003.108516 rgb/264.png
1620596003.141849 rgb/265.png
1620596003.175182 rgb/266.png
1620596003.208516 rgb/267.png
1620596003.241849 rgb/268.png
1620596003.275182 rgb/269.png
1620596003.308516 rgb/270.png
1620596003.341849 rgb/271.png
1620596003.375182 rgb/272.png
1620596003.408515 rgb/273.png
1620596003.441849 rgb/274.png
1620596003.475182 rgb/275.png
1620596003.508515 rgb/276.png
1620596003.541849 rgb/277.png
1620596003.575182 rgb/278.png
1620596003.608515 rgb/279.png
1620596003.641849 rgb/280.png
1620596003.675182 rgb/281.png
1620596003.708515 rgb/282.png
1620596003.741848 rgb/283.png
1620596003.775182 rgb/284.png
1620596003.808515 rgb/285.png
1620596003.841848 rgb/286.png
1620596003.875182 rgb/287.png
1620596003.908515 rgb/288.png
1620596003.941848 rgb/289.png
1620596003.975182 rgb/290.png
1620596004.008515 rgb/291.png
1620596004.041848 rgb/292.png
1620596004.075181 rgb/293.png
1620596004.108515 rgb/294.png
1620596004.141848 rgb/295.png
1620596004.175181 rgb/296.png
1620596004.208515 rgb/297.png
1620596004.241848 rgb/298.png
1620596004.275181 rgb/299.png
1620596004.308515 rgb/300.png
1620596004.341848 rgb/301.png
1620596004.375181 rgb/302.png
1620596004.408514 rgb/303.png
1620596004.441848 rgb/304.png
1620596004.475181 rgb/305.png
1620596004.508514 rgb/306.png
1620596004.541848 rgb/307.png
1620596004.575181 rgb/308.png
1620596004.608514 rgb/309.png
1620596004.641848 rgb/310.png
1620596004.675181 rgb/311.png
1620596004.708514 rgb/312.png
1620596004.741848 rgb/313.png
1620596004.775181 rgb/314.png
1620596004.808514 rgb/315.png
1620596004.841847 rgb/316.png
1620596004.875181 rgb/317.png
1620596004.908514 rgb/318.png
